Text	Time	Relative Event	Panel	Heading 1	Heading 2	LF	Info	Item	Position	Automatic	Call Group	Fail Group	Remarks						
"If PTC REFSMMAT not uplinked, click PRO, otherwise click FAIL"	42600	MISSION_TIME							-1	0	MCC1 PTC Uplink								
																			
"Maneuver Spacecraft to PY 090,000"									-1	0									
Start PTC				20 deg DB PTC					-1	1	Start G&N PTC (DB 20)								
																			
Cycle O2 & H2 Fans				Pre Sleep Checklist					-1	1	Cycle Cryo Fans				1	1	0		0
																			
(chlorination not simulated yet)					Perform Pot Water Chlor				-1	1									
POT TK IN vlv - OPEN (verify)			352					PotableTankInletRotary	0	1									
																			
OVBD DRAIN vlv - OFF			251					WasteMGMTOvbdDrainDumpRotary	1	1									
WASTE STOW vlv - CLOSE								WasteMGMTStoageVentRotary	1	1									
OSS Power Down									-1	1	OSS Power Down								
EMER CAB PRESS sel - BOTH								EmergencyCabinPressureRotary	1	1									
SRG TK O2 vlv - ON								OxygenSurgeTankRotary	1	1									
REPRESS PKG vlv - OFF								OxygenRepressPackageRotary	1	1									
CAB PRESS RELF vlv (LH) - NORM			325					CabinPressureReliefLever1	1	1									
CAB PRESS RELF vlv (RH) - NORM								CabinPressureReliefLever2	1G	1									
HATCH PRESS EQUAL vlv - CLOSE								PressEqualValve	3	1									
LM TUNL VENT vlv - LM/CM dP			12					LMTunnelVentValve	2	1									
DIRECT O2 vlv - open (CCW)			7					DirectO2RotarySwitch	0	1									
CAB PRESS ind - 5.7	20	HIDDEN_DELAY	2						-1	1									
DIRECT O2 vlv - close (CW)	120	HIDDEN_DELAY	7					DirectO2RotarySwitch	6	1									
																			
S BD AUX TAPE - OFF							"Panel 3, Comm Switches"	SBandAuxSwitch1	1	1									
S BD MODE VOICE - OFF							"Panel 3, Comm Switches"	SBandNormalMode1Switch	1	1									
																			
S BD ANT OMNI							"Panel 3, Comm Switches"	SBandAntennaSwitch2	2	1									
S BD ANT OMNI - A							"Panel 3, Comm Switches"	SBandAntennaSwitch1	2	1									
																			
Perform Waste Water Dump									-1	1	Waste Water Dump								
Rest Period Begins	46800	MISSION_TIME							-1	0									
																			
Rest Period Ends	77400	MISSION_TIME		Day 2					-1	0									
																			
Fuel Cell O2 Purging	79200	MISSION_TIME							-1	1	Fuel Cell O2 Purging								
OSS Power Up									-1	1	OSS Power Up								
																			
Initiate Battery Charge (Battery B)	80400	MISSION_TIME							-1	1	Battery Charge B								
																			
Cycle O2 & H2 Fans	81000	MISSION_TIME							-1	1	Cycle Cryo Fans				1	1	0		0
																			
Perform ECS Redundant Component Check	82500	MISSION_TIME							-1	1	ECS Redundant Component Check								
Perform Waste Water Dump									-1	1	Waste Water Dump								
																			
Terminate PTC	89100	MISSION_TIME							-1	1	Terminate G&N PTC								
P52 IMU Realign (REFSMMAT)									-1	1	P52 IMU Realign (REFSMMAT)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
Perform P23 Cislunar Navigation (STAR 44 ENH)	90000	MISSION_TIME							-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 37 EFH)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 33 EFH)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 33 EFH)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 45 ENH)									-1	1	P23 Cislunar Navigation								
																			
Wait for MCC-2 Decision Update	93300	MISSION_TIME		MCC-2 Decision					-1	0									
MCC-2 (click PRO or click FAIL to bypass if scrubbed)									-1	0	MCC-2	MCC-2 Scrubbed							
																			
HI GAIN ANT BEAM - NARROW							"Panel 2, High Gain Controls"	GHABeamSwitch	0	1									
																			
"Maneuver Spacecraft to PY 090,000"									-1	0									
Start PTC				30 deg DB PTC					-1	1	Start G&N PTC (DB 30)								
																			
cb O2 VAC ION PUMPS MNA - close	103800	MISSION_TIME						O2VacIonPumpsMnACircuitBraker	1	1									
cb O2 VAC ION PUMPS MNB - close								O2VacIonPumpsMnBCircuitBraker	1	1									
																			
Cycle O2 & H2 Fans	118800	MISSION_TIME							-1	1	Cycle Cryo Fans				1	1	0		0
																			
(chlorination not simulated yet)					Perform Pot Water Chlor				-1	1									
POT TK IN vlv - OPEN (verify)			352					PotableTankInletRotary	0	1									
																			
OVBD DRAIN vlv - OFF			251					WasteMGMTOvbdDrainDumpRotary	1	1									
WASTE STOW vlv - CLOSE								WasteMGMTStoageVentRotary	1	1									
OSS Power Down									-1	1	OSS Power Down								
EMER CAB PRESS sel - BOTH								EmergencyCabinPressureRotary	1	1									
SRG TK O2 vlv - ON								OxygenSurgeTankRotary	1	1									
REPRESS PKG vlv - OFF								OxygenRepressPackageRotary	1	1									
CAB PRESS RELF vlv (LH) - NORM			325					CabinPressureReliefLever1	1	1									
CAB PRESS RELF vlv (RH) - NORM								CabinPressureReliefLever2	1G	1									
HATCH PRESS EQUAL vlv - CLOSE								PressEqualValve	3	1									
LM TUNL VENT vlv - LM/CM dP			12					LMTunnelVentValve	2	1									
DIRECT O2 vlv - open (CCW)			7					DirectO2RotarySwitch	0	1									
CAB PRESS ind - 5.7	20	HIDDEN_DELAY	2						-1	1									
DIRECT O2 vlv - close (CW)	120	HIDDEN_DELAY	7					DirectO2RotarySwitch	6	1									
																			
S BD AUX TAPE - OFF							"Panel 3, Comm Switches"	SBandAuxSwitch1	1	1									
S BD MODE VOICE - OFF							"Panel 3, Comm Switches"	SBandNormalMode1Switch	1	1									
																			
"HGA PITCH - 40 if roll right, -40 if roll left"								HighGainAntennaPitchPositionSwitch	4	0									
"HGA YAW - 270 if roll right, 90 if roll left"								HighGainAntennaYawPositionSwitch	10	0									
HI GAIN ANT TRACK - REACQ							"Panel 2, High Gain Controls"	GHATrackSwitch	0	1									
S BD ANT OMNI - HI GAIN							"Panel 3, Comm Switches"	SBandAntennaSwitch2	0	1									
																			
"Copy Lunar Flyby PAD, State Vector Update"	119400	MISSION_TIME		MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
Fuel Cell O2 Purging	122100	MISSION_TIME							-1	1	Fuel Cell O2 Purging								
																			
Perform Waste Water Dump									-1	1	Waste Water Dump								
Rest Period Begins	122400	MISSION_TIME							-1	0									
																			
Rest Period Ends	154800	MISSION_TIME		Day 3					-1	0									
OSS Power Up									-1	1	OSS Power Up								
Cycle O2 & H2 Fans									-1	1	Cycle Cryo Fans				1	1	0		0
																			
Wait for CSM State Vector Update	160500	MISSION_TIME		MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
Terminate PTC	161400	MISSION_TIME							-1	1	Terminate G&N PTC								
Terminate Battery Charge									-1	1	Terminate Battery Charge								
Initiate Battery Charge (Battery A)									-1	1	Battery Charge A								
P52 IMU Realign (REFSMMAT)									-1	1	P52 IMU Realign (REFSMMAT)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
"Maneuver Spacecraft to PY 090,000"									-1	0									
Start PTC				30 deg DB PTC					-1	1	Start G&N PTC (DB 30)								
																			
H2 PURGE LINE HTR - ON	164400	MISSION_TIME					20 min prior to H2 Purge	H2PurgeLineSwitch	1	1									
Perform Fuel Cell H2 Purging	165600	MISSION_TIME							-1	1	Fuel Cell H2 Purging								
Perform Fuel Cell O2 Purging									-1	1	Fuel Cell O2 Purging								
H2 PURGE LINE HTR - OFF							"Panel 3, Lower Left"	H2PurgeLineSwitch	0	1									
																			
Perform ECS Redundant Component Check	173700	MISSION_TIME							-1	1	ECS Redundant Component Check								
Perform Waste Water Dump									-1	1	Waste Water Dump								
																			
Wait for MCC-3 Decision Update	188100	MISSION_TIME		MCC-3 Decision					-1	0									
MCC-3 (click PRO or click FAIL to bypass if scrubbed)									-1	0	MCC-3	MCC-3 Scrubbed							
																			
HI GAIN ANT BEAM - NARROW	194400	MISSION_TIME					"Panel 2, High Gain Controls"	GHABeamSwitch	0	1									
Start PTC				30 deg DB PTC					-1	1	Start G&N PTC (DB 30)								
																			
Terminate Battery Charge	205200	MISSION_TIME							-1	1	Terminate Battery Charge								
Cycle O2 & H2 Fans									-1	1	Cycle Cryo Fans				1	1	0		0
																			
(chlorination not simulated yet)					Perform Pot Water Chlor				-1	1									
POT TK IN vlv - OPEN (verify)			352					PotableTankInletRotary	0	1									
																			
OVBD DRAIN vlv - OFF			251					WasteMGMTOvbdDrainDumpRotary	1	1									
WASTE STOW vlv - CLOSE								WasteMGMTStoageVentRotary	1	1									
OSS Power Down									-1	1	OSS Power Down								
EMER CAB PRESS sel - BOTH								EmergencyCabinPressureRotary	1	1									
SRG TK O2 vlv - ON								OxygenSurgeTankRotary	1	1									
REPRESS PKG vlv - OFF								OxygenRepressPackageRotary	1	1									
CAB PRESS RELF vlv (LH) - NORM			325					CabinPressureReliefLever1	1	1									
CAB PRESS RELF vlv (RH) - NORM								CabinPressureReliefLever2	1G	1									
HATCH PRESS EQUAL vlv - CLOSE								PressEqualValve	3	1									
LM TUNL VENT vlv - LM/CM dP			12					LMTunnelVentValve	2	1									
DIRECT O2 vlv - open (CCW)			7					DirectO2RotarySwitch	0	1									
CAB PRESS ind - 5.7	20	HIDDEN_DELAY	2						-1	1									
DIRECT O2 vlv - close (CW)	120	HIDDEN_DELAY	7					DirectO2RotarySwitch	6	1									
																			
S BD AUX TAPE - OFF							"Panel 3, Comm Switches"	SBandAuxSwitch1	1	1									
S BD MODE VOICE - OFF							"Panel 3, Comm Switches"	SBandNormalMode1Switch	1	1									
																			
"HGA PITCH - 40 if roll right, -40 if roll left"								HighGainAntennaPitchPositionSwitch	4	0									
"HGA YAW - 270 if roll right, 90 if roll left"								HighGainAntennaYawPositionSwitch	10	0									
HI GAIN ANT TRACK - REACQ							"Panel 2, High Gain Controls"	GHATrackSwitch	0	1									
S BD ANT OMNI - HI GAIN							"Panel 3, Comm Switches"	SBandAntennaSwitch2	0	1									
																			
Fuel Cell O2 Purging	208500	MISSION_TIME							-1	1	Fuel Cell O2 Purging								
																			
Perform Waste Water Dump									-1	1	Waste Water Dump								
Rest Period Begins	208800	MISSION_TIME							-1	0									
																			
Rest Period Ends	244800	MISSION_TIME		Day 4					-1	0									
Cycle O2 & H2 Fans									-1	1	Cycle Cryo Fans				1	1	0		0
OSS Power Up									-1	1	OSS Power Up								
Fuel Cell O2 Purging	246600	MISSION_TIME							-1	1	Fuel Cell O2 Purging								
																			
Wait for MCC-4 Decision Update	249300	MISSION_TIME		MCC-4 Decision					-1	0									
MCC-4 (click PRO or click FAIL to bypass if scrubbed)									-1	0	MCC-4	MCC-4 Scrubbed							
																			
"Copy Prelim LOI-1 MNVR PAD, TEI-1 PAD, and TEI-4 PAD"	256500	MISSION_TIME		MCC Update					-1	0									
																			
Perform ECS Redundant Component Check	258900	MISSION_TIME							-1	1	ECS Redundant Component Check								
																			
HI GAIN ANT BEAM - NARROW	259200	MISSION_TIME					"Panel 2, High Gain Controls"	GHABeamSwitch	0	1									
Start TV Broadcast	260400	MISSION_TIME							-1	0									
																			
Conclude TV Broadcast	261300	MISSION_TIME							-1	0									
S BD XPNDR - PRIM				Comm Basic Coast Awake			"Panel 3, Comm Switches"	SBandNormalXPDRSwitch	2	1									
S BD PWR AMPL PRIM - PRIM							"Panel 3, Comm Switches"	SBandNormalPwrAmpl1Switch	1	1									
S BD PWR AMPL HI - HI							"Panel 3, Comm Switches"	SBandNormalPwrAmpl2Switch	2	1									
S BD MODE VOICE - VOICE							"Panel 3, Comm Switches"	SBandNormalMode1Switch	2	1									
S BD MODE PCM - PCM							"Panel 3, Comm Switches"	SBandNormalMode2Switch	2	1									
S BD MODE RNG - RNG							"Panel 3, Comm Switches"	SBandNormalMode3Switch	1	1									
S BD AUX TAPE - off (ctr)							"Panel 3, Comm Switches"	SBandAuxSwitch1	1	1									
S BD AUX TV - off (ctr)							"Panel 3, Comm Switches"	SBandAuxSwitch2	1	1									
UP TLM DATA - DATA							"Panel 3, Comm Switches"	UPTLMSwitch1	1	1									
UP TLM CMD - NORM							"Panel 3, Comm Switches"	UPTLMSwitch2	1	1									
VHF AM A - OFF							"Panel 3, Comm Switches"	VHFAMASwitch	1	1									
VHF AM B - OFF							"Panel 3, Comm Switches"	VHFAMBSwitch	1	1									
VHF AM RCV - OFF							"Panel 3, Comm Switches"	RCVOnlySwitch	1	1									
VHF RNG - OFF							"Panel 3, Comm Switches"	VHFRangingSwitch	0	1									
TAPE RCDR PCM - PCM/ANLG							"Panel 3, Comm Switches"	TapeRecorderPCMSwitch	1	1									
TAPE RCDR RCD - RCD							"Panel 3, Comm Switches"	TapeRecorderRecordSwitch	2	1									
TAPE RCDR FWD - off (ctr)							"Panel 3, Comm Switches"	TapeRecorderForwardSwitch	1	1									
SCE PWR - NORM							"Panel 3, Comm Switches"	SCESwitch	2	1									
PMP PWR - NORM							"Panel 3, Comm Switches"	PMPSwitch	2	1									
PCM BIT RATE - LOW							"Panel 3, Comm Switches"	PCMBitRateSwitch	0	1									
HI GAIN ANT PWR - PWR							"Panel 2, High Gain Controls"	GHAPowerSwitch	2	1									
HI GAIN ANT SERVO - PRIM							"Panel 2, High Gain Controls"	GHAServoElecSwitch	1	1									
HI GAIN ANT TRACK - AUTO							"Panel 2, High Gain Controls"	GHATrackSwitch	2	1									
																			
Wait for REV 1 Map Update	264600	MISSION_TIME		MCC Update					-1	0									
Activate Primary Glycol Evaporator									-1	1	Activate Primary Evaporator								
																			
LOI-1	266400	MISSION_TIME							-1	1	LOI-1								
																			
LOI-2	282600	MISSION_TIME							-1	1	LOI-2								
																			
Pitch Down to ORDEAL P=315 deg	290100	MISSION_TIME							-1	0									
Begin Orb Rate									-1	0									
Begin Surface Observations									-1	0									
HI GAIN ANT BEAM - NARROW							"Panel 2, High Gain Controls"	GHABeamSwitch	0	1									
																			
Stop Orb Rate and Go Inertial	291600	MISSION_TIME							-1	0									
"Copy REV 4 Map Update, LDMK Tracking PAD REV 4"				MCC Update					-1	0									
																			
"Maneuver Spacecraft to RPY 180,205,000"									-1	0									
HGA PITCH - -62								HighGainAntennaPitchPositionSwitch	4	0									
HGA YAW - 168								HighGainAntennaYawPositionSwitch	10	0									
																			
P52 IMU Realign (REFSMMAT)	292200	MISSION_TIME							-1	1	P52 IMU Realign (REFSMMAT)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
LM TUNL VENT vlv - LM/CM dP	292500	MISSION_TIME	12	Repress LM				LMTunnelVentValve	2	1									
TUNNEL LTS - ON							Panel 2	TunnelLightSwitch	1	1									
CM/LM Pressure Equalization (Decal)				Pressurized LM					-1	1	LM Pressure Equalization dP<2.4								
																			
Remove Tunnel Hatch (Decal)									-1	0									
Remove Probe & Stow (Decal)									-1	0									
Remove Drogue & Stow (Decal)									-1	0									
																			
Fuel Cell O2 Purging	293700	MISSION_TIME							-1	1	Fuel Cell O2 Purging								
																			
"Maneuver Spacecraft to RPY 000,326,000"	294300	MISSION_TIME							-1	0									
Open LM Hatch									-1	0									
Open PAMFD - Press ECS - Remove LMP (Crew = 2)			(MFD)						-1	0									
Switch to LM									-1	0									
																			
Transfer to LM PWR									-1	1	Transfer to LM PWR								
VHF AM B - DUPLEX							"Panel 3, Comm Switches"	VHFAMBSwitch	2	1									
Switch to LM									-1	0									
																			
S BD ANT OMNI							"Panel 3, Comm Switches"	SBandAntennaSwitch2	2	1									
S BD ANT OMNI - C							"Panel 3, Comm Switches"	SBandAntennaSwitch1	0	1									
																			
OPT ZERO - ZERO			122	Landmark F-1 Tracking	Zero optics		Optionally use V16 N91E to monitor the current shaft (.01 deg) and trunnion (.001 deg) angle in R1 and R2.	OpticsZeroSwitch	1	1									
OPT ZERO - OFF (15 sec)	20	HIDDEN_DELAY						OpticsZeroSwitch	0	1									
OPT MODE - CMC								OpticsModeSwitch	1	1									
OPT SPEED - HIGH			122					ControllerSpeedSwitch	2	1									
Key V37E 22E			DSKY					DSKY V 3 7 E 2 2 E	1	1									
"F 06 45 (BLANK, BLANK, MAX MGA)"									-1	1									
PRO								DSKY P	1	1									
F 05 70 (LANDMARK CODE)					Load codes				-1	1									
V22E								DSKY V 2 2 E	1	1									
10000E					Known landmark			DSKY 1 0 0 0 0 E	1	1									
PRO								DSKY P	1	1									
"F 06 89 (LAT, LONG/2, ALT)"									-1	1									
V25E								DSKY V 2 5 E	1	1									
Load F-1 Landmark Coordinates									-1	0									
OPT MODE - CMC (verify)								OpticsModeSwitch	1	1									
Wait for T2 Time									-1	0									
PRO								DSKY P	1	1									
"F 06 92 (SHAFT, TRUN, BLANK)"									-1	1									
Monitor drive to landmark. When Identified start Orb Rate									-1	0									
OPT MODE - MAN								OpticsModeSwitch	0	1									
F 51 88 (PLEASE MARK)									-1	1									
Make five marks spaced 25 seconds apart								OpticsMarkButton	-1	0									
PRO								DSKY P	1	1									
F 05 71 (LANDMARK DATA)	10	HIDDEN_DELAY			Verify codes				-1	1									
PRO								DSKY P	1	1									
"F 06 49 (DELTA R, DELTA V, BLANK)"									-1	0									
PRO								DSKY P	1	1									
"F 05 89 (LAT, LONG/2, ALT)"									-1	0									
Key V37E 00E			DSKY					DSKY V 3 7 E 0 0 E	1	1									
Stop pitch at 272								OpticsMarkButton	-1	0									
																			
Maneuver to pitch 274								OpticsMarkButton	-1	0									
OPT ZERO - ZERO			122	Landmark B-1 Tracking	Zero optics		Optionally use V16 N91E to monitor the current shaft (.01 deg) and trunnion (.001 deg) angle in R1 and R2.	OpticsZeroSwitch	1	1									
OPT ZERO - OFF (15 sec)	20	HIDDEN_DELAY						OpticsZeroSwitch	0	1									
OPT MODE - CMC								OpticsModeSwitch	1	1									
OPT SPEED - HIGH			122					ControllerSpeedSwitch	2	1									
Key V37E 22E			DSKY					DSKY V 3 7 E 2 2 E	1	1									
"F 06 45 (BLANK, BLANK, MAX MGA)"									-1	1									
PRO								DSKY P	1	1									
F 05 70 (LANDMARK CODE)					Load codes				-1	1									
V22E								DSKY V 2 2 E	1	1									
10000E					Known landmark			DSKY 1 0 0 0 0 E	1	1									
PRO								DSKY P	1	1									
"F 06 89 (LAT, LONG/2, ALT)"									-1	1									
V25E								DSKY V 2 5 E	1	1									
Load B-1 Landmark Coordinates									-1	0									
OPT MODE - CMC (verify)								OpticsModeSwitch	1	1									
Wait for T2 Time									-1	0									
PRO								DSKY P	1	1									
"F 06 92 (SHAFT, TRUN, BLANK)"									-1	1									
Monitor drive to landmark. When Identified start Orb Rate									-1	0									
OPT MODE - MAN								OpticsModeSwitch	0	1									
F 51 88 (PLEASE MARK)									-1	1									
Make five marks spaced 25 seconds apart								OpticsMarkButton	-1	0									
PRO								DSKY P	1	1									
F 05 71 (LANDMARK DATA)	10	HIDDEN_DELAY			Verify codes				-1	1									
PRO								DSKY P	1	1									
"F 06 49 (DELTA R, DELTA V, BLANK)"									-1	0									
PRO								DSKY P	1	1									
"F 05 89 (LAT, LONG/2, ALT)"									-1	0									
Key V37E 00E			DSKY					DSKY V 3 7 E 0 0 E	1	1									
																			
"Maneuver Spacecraft to RPY 135,208,000"									-1	0									
HGA PITCH - -45								HighGainAntennaPitchPositionSwitch	4	0									
HGA YAW - 234								HighGainAntennaYawPositionSwitch	10	0									
																			
AUTO RCS YAW B3 - OFF							Panel 8	YawB3Switch	1	1									
AUTO RCS YAW D4 - OFF							Panel 8	YawD4Switch	1	1									
																			
V48E					 		Start DAP data load	DSKY V 4 8 E	1	1									
V24E								DSKY V 2 4 E	1	1									
21112E								DSKY 2 1 1 1 2 E	1	1									
11001E								DSKY 1 1 0 0 1 E	1	1									
PRO								DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
V46E							Activate DAP	DSKY V 4 6 E	1	1									
Switch to LM									-1	0									
																			
Wait for State Vector Update				MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
Switch to LM									-1	0									
																			
Transfer LM to CSM PWR									-1	1	Transfer LM to CSM PWR								
Switch to LM									-1	0									
																			
S BD ANT OMNI - HI GAIN	301800	MISSION_TIME					"Panel 3, Comm Switches"	SBandAntennaSwitch2	0	1									
HI GAIN ANT TRACK - REACQ							"Panel 2, High Gain Controls"	GHATrackSwitch	0	1									
HI GAIN ANT BEAM - NARROW							"Panel 2, High Gain Controls"	GHABeamSwitch	0	1									
																			
V48E							Start DAP data load	DSKY V 4 8 E	1	1									
V24E								DSKY V 2 4 E	1	1									
21102E								DSKY 2 1 1 0 2 E	1	1									
01111E								DSKY 0 1 1 1 1 E	1	1									
PRO								DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
V46E							Activate DAP	DSKY V 4 6 E	1	1									
AUTO RCS YAW B3 - MNA							Panel 8	YawB3Switch	2	1									
AUTO RCS YAW D4 - MNA							Panel 8	YawD4Switch	2	1									
																			
Cycle O2 & H2 Fans	302400	MISSION_TIME							-1	1	Cycle Cryo Fans				1	1	0		0
(chlorination not simulated yet)					Perform Pot Water Chlor				-1	1									
POT TK IN vlv - OPEN (verify)			352					PotableTankInletRotary	0	1									
																			
OVBD DRAIN vlv - OFF			251					WasteMGMTOvbdDrainDumpRotary	1	1									
WASTE STOW vlv - CLOSE								WasteMGMTStoageVentRotary	1	1									
OSS Power Down									-1	1	OSS Power Down								
EMER CAB PRESS sel - BOTH								EmergencyCabinPressureRotary	1	1									
SRG TK O2 vlv - ON								OxygenSurgeTankRotary	1	1									
REPRESS PKG vlv - OFF								OxygenRepressPackageRotary	1	1									
Initiate Battery Charge (Battery A)									-1	1	Battery Charge A								
Switch to LM									-1	0									
																			
Open PAMFD - Press ECS - Add LMP (Crew = 3)	303600	MISSION_TIME	(MFD)						-1	0									
Install Tunnel Hardware									-1	0									
PRESS EQUAL vlv - CLOSE			Fwd Hatch					PressEqualValve	3	1									
LM TUNL VENT vlv - LM PRESS			12					LMTunnelVentValve	1	1									
TUNNEL LTS - OFF							Panel 2	TunnelLightSwitch	0	1									
Verify VHF All Off									-1	0									
																			
Wait for MCC Update									-1	0									
"Copy TEI 10 PAD, State Vector Update"				MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
DAP Deadband Change (10 deg)									-1	1	DAP Deadband Change (DB 10)								
